index,quote,author,tags,likes
2838,"The world is your exercise book, the pages on which you do your sums. It is not reality, though you may express reality there if you wish. You are also free to write lies, or nonsense, or to tear the pages.","Richard Bach,",inspirational,88
2839,"Of all the idiots I have met in my life, and the Lord knows they have not been few or little, I think that I have been the biggest.",Isak Dinesen,humor;inspirational,84
2840,"We may run, walk, stumble. drive, or fly, but let us never lose sight of the reason for the journey, or miss a chance to see a rainbow on the way.",Gloria Gaither,inspirational;journey;life;purpose,81
2841,"Were these boys in their right minds? Here were two boys with good intellect, one eighteen and one nineteen. They had all the prospects that life could hold out for any of the young; one a graduate of Chicago and another of Ann Arbor; one who had passed his examination for the Harvard Law School and was about to take a trip in Europe,--another who had passed at Ann Arbor, the youngest in his class, with three thousand dollars in the bank. Boys who never knew what it was to want a dollar; boys who could reach any position that was to boys of that kind to reach; boys of distinguished and honorable families, families of wealth and position, with all the world before them. And they gave it all up for nothing, for nothing! They took a little companion of one of them, on a crowded street, and killed him, for nothing, and sacrificed everything that could be of value in human life upon the crazy scheme of a couple of immature lads","Clarence Darrow,",biology;choice;compassion;determinism;empathy;free-will;inspirational;morality;reductionism;science;wisdom,80
2842,Every search begins with beginner’s luck. And every search ends with the victor’s being severely tested.,Paulo Coelho,inspirational,78
2843,"At such times the universe gets a little closer to us. They are strange times, times of beginnings and endings. Dangerous and powerful. And we feel it even if we don't know what it is. These times are not necessarily good, and not necessarily bad. In fact, what they are depends on what *we* are.","Terry Pratchett,",inspirational;life;terry-pratchett;tiffany-aching;truth;witches,77
2844,"Patience is a virtue, but there comes a moment when you must stop being patient and take the day by the throat and shake it. If it fights back; fine. I'd rather end up bloody at the end of the day, then unhurt with no progress made, no knowledge gained. I'd rather have a no, then nothing. I'd forgotten that about myself.",Laurell K Hamilton,fight;inspirational;laurell-k-hamilton;patience,77
2845,"You were ordered to obey to Allah, and you were create to perform good deeds.",Hazrat Ali Ibn Abu-Talib A.S,good-deeds;inspirational;purpose-of-life,76
2846,??????? ?????? ?????? ???? ?? ???? ??? ????? ????? ????? ??????? ????? ?? ??????? ???? ??????? ???? ?????? ??????? ????? ??? ????? ??? ????? ??????,"???? ????,",inspirational,75
2847,People in general would rather die than forgive. It',Sue Monk Kidd,forgiveness;inspirational;motivational,73
2848,"Harry, despite your privileged insight into Voldemort’s world (which, incidentally, is a gift any Death Eater would kill to have), you have never been seduced by the Dark Arts, never, even for a second, shown the slightest desire to become one of Voldemort’s followers!","J.K. Rowling,",inspirational,71
2849,"If you talk about it, it's a dream, if you envision it, it's possible, but if you schedule it, it's real.","Anthony Robbins,",dreams;inspirational,65
2850,Doing nothing for others is the undoing of ourselves.,Horace Mann,charity;compassion;greed;helping-others;humanity;inspirational;volunteerism,396
2851,Time to toss the dice,robert jordan,inspirational,193
2852,Because sometimes there are problems bigger than this week’s end of the world and sometimes you just have to find the extraordinary in your ordinary life.,"Patrick Ness,",inspirational,185
2853,"It’s funny how one summer can change everything. It must be something about the heat and the smell of chlorine, fresh-cut grass and honeysuckle, asphalt sizzling after late-day thunderstorms, the steam rising while everything drips around it. Something about long, lazy days and whirring air conditioners and bright plastic flip-flops from the drugstore thwacking down the street. Something about fall being so close, another year, another Christmas, another beginning. So much in one summer, stirring up like the storms that crest at the end of each day, blowing out all the heat and dirt to leave everything gasping and cool. Everyone can reach back to one summer and lay a finger to it, finding the exact point when everything changed. That summer was mine.","Sarah Dessen,",friendship;happiness;inspirational;love,182
2854,Tomorrow is a new day; begin it well and serenely and with too high a spirit to be encumbered with your old nonsense.,Ralph Waldo Emerson,inspirational,153
2855,Do not act as if you had ten thousand years to throw away. Death stands at your elbow. Be good for something while you live and it is in your power.,"Marcus Aurelius,",charity;death;goodness;help;inspirational,151
2856,"I no longer agree to treat myself with disrespect. Every time a self-critical thought comes to mind, I will forgive the Judge and follow this comment with words of praise, self-acceptance, and love.",don Miguel Ruiz,inspirational,137
2857,"I will take the Ring"", he said, ""though I do not know the way.","J.R.R. Tolkien,",frodo;inspirational,127
2858,Focus on making choices to lead your life that aligns with your core values in the most purposeful way possible.,Roy T. Bennett,choice;choices;core-values;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leadership;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,115
2859,"Until we see each other again, keep your head together, read some good books, be useful, be happy.","Stephen King,",inspirational,113
2860,"Freedom is not having everything we crave, it's being able to go without the things we crave and being OK with it. ",Rob Bell,inspirational,113
2861,"But as the years went on, I realised that what I really want to be, all told, is a human. Just a productive, honest, courteously treated human.","Caitlin Moran,",feminist;inspirational,106
2862,"Republicans are for both the man and the dollar, but in case of conflict the man before the dollar.",Abraham Lincoln,inspirational;political-parties;politics;religion,93
